,SB,DT,DB,ASP,TC,LT,VB,PC,GB,PC_S1,SB_M1,ASP_S1,ASP_S2,ASP_S3
Strip,0.1193595342066957,0.0847766636280765,0.1311475409836065,0.1428571428571428,0.0991636798088411,0.1433021806853582,0.1411042944785276,0.1532207629768605,0.1527777777777778,194.75,10.734298572575,4618.900429900204,562.5705756459604,37.84263325
kst,0.5225618631732168,0.2702825888787603,0.4352741661955907,0.293040293040293,0.4707287933094384,1.0,1.0736196319018405,0.1882426516572858,0.3333333333333333,309.75,11.0836704151106,3951.03907775542,495.303715660037,4.698702
eIF5B,2.4837457544881127,1.1987237921604377,3.0836630864895422,2.7875457875457874,2.010752688172043,1.5763239875389408,3.411042944785276,4.418386491557223,1.125,291.5,11.5785999845841,8591.675394815496,602.8653670207541,49.4070385
CG14971,0.029597282872392,0.0132178669097538,0.0339174674957603,0.0219780219780219,0.020310633213859,0.0311526479750778,0.0388548057259713,0.0362726704190118,0.0,381.75,8.126655482118526,1303.2750724759069,280.7947296392445,22.85639775
CG11593,0.2062105773896166,0.1431175934366454,0.2882984737139626,0.2014652014652014,0.1481481481481481,0.1869158878504672,0.2392638036809816,0.3126954346466541,0.2361111111111111,253.25,11.3559923148532,3105.0941077458897,323.5479810610655,42.30428875
Fit1,0.1678796700630761,0.0802187784867821,0.1972866026003391,0.1135531135531135,0.1182795698924731,0.292834890965732,0.1717791411042944,0.2013758599124452,0.4027777777777778,216.75,11.13135986524455,3168.7047538259503,420.7659613419022,24.95950025
ens,0.519650655021834,0.3144940747493163,0.6302996042962126,0.4871794871794871,0.4324970131421744,0.6853582554517134,0.5807770961145194,0.7704815509693559,0.5138888888888888,494.75,9.087548690109614,10999.502882040617,1710.388927854115,63.159934750000005
RfC4,0.0708393983503153,0.0943482224247948,0.1034482758620689,0.0366300366300366,0.045400238948626,0.0623052959501557,0.2065439672801636,0.0681676047529706,0.0138888888888888,199.5,12.0988878421116,6326.291842172,1290.1756655615295,203.79879125
Ero1L,0.1358563803978651,0.0528714676390155,0.1288863764838892,0.2564102564102564,0.087216248506571,0.0591900311526479,0.1042944785276073,0.1219512195121951,0.0694444444444444,675.5,10.11162175490325,2338.925229400013,363.36122403017976,36.763257
mRpS6,0.2852983988355167,0.1494986326344576,0.3770491803278688,0.304029304029304,0.2150537634408602,0.1713395638629283,0.4171779141104294,0.4146341463414634,0.0555555555555555,168.5,10.7700943765543,1159.3358114864925,153.27991286625502,81.89369275
Dhc64C,0.5157690441533236,0.2575205104831358,0.7054833239118146,0.5018315018315018,0.3715651135005974,0.5794392523364486,0.5766871165644172,1.010006253908693,0.25,216.0,11.3104492501345,3794.7220772958367,255.05452541199944,5.09039675
scny,0.1470160116448326,0.1203281677301732,0.1899378179762577,0.1465201465201465,0.1254480286738351,0.3426791277258567,0.2106339468302658,0.2182614133833646,0.7777777777777778,422.75,10.075390695769151,11371.197021402868,1429.4315211757926,52.2040895
S6k,0.2100921882581271,0.1800364630811303,0.285472018089316,0.1904761904761904,0.1899641577060931,0.3582554517133956,0.3374233128834356,0.3520950594121326,0.5416666666666666,290.75,11.4173095832364,7474.245114585353,1135.4656055994512,69.63962975
D19A,0.076661814653081,0.0556061987237921,0.1017524024872809,0.0989010989010989,0.057347670250896,0.0809968847352024,0.0981595092024539,0.0725453408380237,0.0833333333333333,228.75,8.0680023908826,3631.804557478173,436.71862831352,36.25471225
Tnpo,0.4473556525958272,0.3773928896991795,0.5596382136800452,0.4652014652014652,0.3643966547192354,0.632398753894081,0.5316973415132924,0.717948717948718,0.7083333333333334,470.75,10.458650846828451,8887.13505971364,1187.3477441954,38.41901725
Best2,0.0936438622028141,0.1025524156791248,0.1927642736009044,0.0842490842490842,0.1923536439665472,0.2834890965732087,0.1513292433537832,0.048780487804878,1.0416666666666667,157.0,11.192999259693847,4285.232391406301,453.124517825626,41.1038885
Rexo5,0.0722950024260068,0.0446672743846855,0.0678349349915206,0.0476190476190476,0.054958183990442,0.0373831775700934,0.1165644171779141,0.0888055034396497,0.0138888888888888,275.25,10.295074166066753,3398.1639626624565,444.9306962500477,36.37457775
sgl,0.1208151382823871,0.0920692798541476,0.2148106274731486,0.1648351648351648,0.1242532855436081,0.7289719626168224,0.3353783231083844,0.1638524077548467,0.4166666666666667,459.5,10.403548627856347,3008.2286189395104,298.08979223613375,35.27634275
mRpL50,0.1222707423580786,0.0738377392889699,0.1492368569813454,0.1941391941391941,0.081242532855436,0.0716510903426791,0.1370143149284253,0.1801125703564728,0.0277777777777777,198.75,11.6289746352546,1362.0278330426634,258.6604308508138,78.132844
Rint1,0.0805434255215914,0.0373746581586144,0.0814019219898247,0.1135531135531135,0.066905615292712,0.0903426791277258,0.1022494887525562,0.1056910569105691,0.0277777777777777,333.25,10.38977763336505,1422.2634814736932,147.1562085621705,24.96954275
CG7506,0.1135371179039301,0.0501367365542388,0.1571509327303561,0.1904761904761904,0.086021505376344,0.0560747663551401,0.2433537832310838,0.1888680425265791,0.0416666666666666,338.0,11.07105030857965,1414.4086029078298,203.91232457676423,56.216083000000005
CG8281,0.0693837942746239,0.0601640838650866,0.0949689089881288,0.1208791208791208,0.063321385902031,0.0560747663551401,0.0879345603271983,0.0725453408380237,0.0416666666666666,161.0,9.34648282346613,1147.0666843107135,243.40340811310324,33.79997725
HP4,0.7656477438136827,0.3564266180492251,0.9174674957603166,0.9926739926739928,0.6415770609318996,0.2461059190031152,0.8834355828220859,1.00187617260788,0.0972222222222222,431.25,11.49313046808695,2733.2358015956365,640.0630949194237,172.42046975
CG8209,0.8796700630761766,0.5747493163172288,1.3855285472018088,1.0622710622710625,0.6069295101553166,0.6791277258566978,1.081799591002045,1.3627267041901188,0.8472222222222222,510.25,12.4350698301148,5770.53065964257,602.3557048458225,128.59019575000002
CG42445,0.3328481319747695,0.1276207839562443,0.2826455624646693,0.3443223443223443,0.2413381123058542,0.1775700934579439,0.2290388548057259,0.3108192620387742,0.0694444444444444,439.75,11.012747273972453,1110.2102685611433,179.75494828951776,35.60397875
Arl5,0.1804949053857351,0.1166818596171376,0.2114188807235726,0.1684981684981685,0.1385902031063321,0.1806853582554517,0.1820040899795501,0.2664165103189493,0.1944444444444444,471.0,10.119798610352,1618.6713465438334,332.8169893218768,38.545531
CG13671,0.0664725861232411,0.0296262534184138,0.0881854154889768,0.0439560439560439,0.05973715651135,0.043613707165109,0.0552147239263803,0.089430894308943,0.0555555555555555,335.0,10.07667903930095,1631.94175393626,315.49296145287747,31.43602225
Pex2,0.0310528869480834,0.0205104831358249,0.0610514414923685,0.0476190476190476,0.032258064516129,0.0249221183800623,0.0368098159509202,0.073170731707317,0.0138888888888888,292.25,8.56392446640077,472.8967063390557,165.28229534505206,20.02143425
GAPcenA,0.0499757399320718,0.0337283500455788,0.0480497456189937,0.0366300366300366,0.029868578255675,0.1214953271028037,0.0429447852760736,0.0550343964978111,0.3055555555555556,162.5,10.148029559925948,2707.2926209104635,326.2252485332608,10.04250275
Gug,0.6977195536147501,0.5683682771194166,0.8694177501413228,0.9926739926739928,0.6045400238948626,0.6510903426791277,0.7566462167689162,1.1938711694809256,0.8611111111111112,224.5,11.28917254210035,4563.80762357304,670.9193616069606,7.73980175
ZC3H3,0.0562833575934012,0.0255241567912488,0.0514414923685698,0.0549450549450549,0.031063321385902,0.0311526479750778,0.0388548057259713,0.0350218886804252,0.0138888888888888,291.0,8.404532419871089,1247.1240639553637,332.6988982332208,17.3337975
GstO2,0.6758854924793789,0.3062898814949863,0.7190503109101187,0.6666666666666666,0.4635603345280765,0.249221183800623,0.7055214723926381,0.734208880550344,0.0833333333333333,397.5,12.65236812878085,4591.853955845973,375.9146341074263,188.230488
CG5989,0.1494420184376516,0.0487693710118505,0.1921989824759751,0.1978021978021978,0.1003584229390681,0.0716510903426791,0.1717791411042944,0.2401500938086304,0.0,339.0,11.15963100587815,1582.11190789607,326.6845520164392,37.12489425
CG5026,0.0737506065016982,0.0405651777575205,0.0966647823629169,0.0805860805860805,0.048984468339307,0.1121495327102803,0.1247443762781186,0.1106941838649155,0.0972222222222222,443.0,9.140051006819956,5418.297555144584,787.23615913764,58.759426000000005
Galk,0.0451237263464337,0.0268915223336371,0.0814019219898247,0.0329670329670329,0.025089605734767,0.0218068535825545,0.0633946830265848,0.1031894934333958,0.0,195.75,9.909207094540726,956.255086900313,185.8676562420088,15.280680749999998
smg,0.0698689956331877,0.0437556973564266,0.081967213114754,0.0989010989010989,0.051373954599761,0.0778816199376947,0.0715746421267893,0.1388367729831144,0.1388888888888889,173.5,8.131298564089654,1711.9270631338431,148.80216790457987,5.07631875
CG4911,0.0907326540514313,0.064721969006381,0.1334087054833239,0.0879120879120879,0.069295101553166,0.1993769470404984,0.1247443762781186,0.1594746716697936,0.4444444444444444,400.75,8.022489448739996,1375.3436445686032,437.7775738278125,11.58131175
Use1,0.1363415817564289,0.0670009115770282,0.1701526286037309,0.1245421245421245,0.1015531660692951,0.1526479750778816,0.1554192229038855,0.2751719824890556,0.0555555555555555,280.0,10.9767587061018,701.3533828362025,101.88660977395142,38.360216
phol,0.1717612809315866,0.0938924339106654,0.1888072357263991,0.1538461538461538,0.1469534050179211,0.1152647975077881,0.1595092024539877,0.150093808630394,0.1527777777777778,223.75,10.32831499355635,4757.044837973123,891.9187794532221,42.546497
CG3434,0.051916545366327,0.0451230628988149,0.0599208592425098,0.0805860805860805,0.041816009557945,0.0342679127725856,0.0613496932515337,0.0719199499687304,0.0,181.75,10.31832138588965,2779.17333691918,401.5929875304915,40.45490225
LanB2,0.1639980591945657,0.1836827711941659,0.218767665347654,0.0586080586080586,0.1672640382317801,0.0560747663551401,0.2310838445807771,0.1044402751719824,0.0555555555555555,209.75,12.16080375092555,21264.810549171238,2294.827746389945,63.07972624999999
RasGAP1,0.1193595342066957,0.0665451230628988,0.0881854154889768,0.2271062271062271,0.084826762246117,0.0809968847352024,0.081799591002045,0.0787992495309568,0.0416666666666666,173.5,9.432857897679696,4302.967698031186,937.2135839876132,21.072421
CG6674,0.0912178554099951,0.0428441203281677,0.1311475409836065,0.1611721611721611,0.072879330943847,0.1183800623052959,0.1002044989775051,0.16635397123202,0.1111111111111111,329.5,9.1848279542236,392.4247533023436,133.46413728243817,20.75116875
tna,1.208151382823872,1.4124886052871468,1.2962125494629737,0.7032967032967034,1.6403823178016723,1.8660436137071648,1.556237218813906,0.8599124452782989,3.513888888888889,218.0,11.7717783373807,9029.078861923444,1177.5687062591917,43.217994
JIL-1,1.3406113537117903,0.649954421148587,1.255511588468061,3.161172161172161,1.6152927120669056,0.7725856697819314,1.2515337423312884,1.3858661663539713,0.6944444444444444,657.0,9.355351569198085,4635.654570178856,670.077725740199,12.70398775
CG33947,0.0533721494420184,0.0369188696444849,0.078575466365178,0.0622710622710622,0.048984468339307,0.0529595015576324,0.0613496932515337,0.1138211382113821,0.0694444444444444,170.0,7.75049089043168,152.66253102682825,44.04156020613439,11.47747975
Irbp18,0.1217855409995148,0.0510483135824977,0.1356698699830412,0.2051282051282051,0.077658303464755,0.0685358255451713,0.1595092024539877,0.1607254534083802,0.125,450.0,8.432491734500335,708.8417262045031,181.81625730719423,63.13044775
APP-BP1,0.1164483260553129,0.0391978122151321,0.148671565856416,0.1428571428571428,0.063321385902031,0.043613707165109,0.1349693251533742,0.133833646028768,0.0138888888888888,438.25,10.79458988583555,2257.217113622623,498.7770373332232,44.41913825
Duba,0.0917030567685589,0.0692798541476754,0.1481062747314867,0.1282051282051282,0.077658303464755,0.1401869158878504,0.0899795501022494,0.1632270168855534,0.3888888888888889,314.0,9.152299089896015,1990.0503462495133,435.52067626046255,25.2639215
Bmcp,0.0625909752547307,0.0378304466727438,0.071791972866026,0.0622710622710622,0.050179211469534,0.0560747663551401,0.0736196319018405,0.0925578486554096,0.0416666666666666,278.25,8.03658831759073,1049.2319866788073,312.3631077904338,23.91601
Pi3K68D,0.2891800097040272,0.2087511394712853,0.5370265686828717,0.3772893772893773,0.2305854241338112,0.4361370716510903,0.4212678936605317,0.6297686053783614,0.6666666666666666,290.0,8.587726226450524,4008.6841704004314,575.057054397441,22.1993065
vers,0.0800582241630276,0.0619872379216043,0.1237987563595251,0.1245421245421245,0.062126642771804,0.0591900311526479,0.0981595092024539,0.0906816760475297,0.1111111111111111,214.75,10.2299484064496,1402.4759274855198,339.85552067179725,39.44186625
RhoGAP68F,0.051916545366327,0.0537830446672743,0.080271339739966,0.0622710622710622,0.03584229390681,0.1059190031152648,0.0797546012269938,0.1369606003752345,0.1944444444444444,203.75,10.04365512354245,1344.7277748725337,157.11775729470173,18.1481195
ArfGAP1,0.6448326055312955,0.2506836827711942,0.6246466930469191,0.8205128205128205,0.4898446833930704,0.4392523364485981,0.6134969325153374,0.8611632270168855,0.4027777777777778,478.5,10.9608582938249,2855.9626874788864,366.9409062042305,59.21877075
CG10646,0.0776322173702086,0.0341841385597082,0.075183719615602,0.0769230769230769,0.056152927120669,0.0467289719626168,0.0593047034764826,0.0794246404002501,0.0694444444444444,309.25,8.091064719377904,1269.1102083740634,190.43383209495371,40.163682
Ptp69D,0.1276079573022804,0.0952597994530537,0.1848501978518937,0.0622710622710622,0.074074074074074,0.1121495327102803,0.1533742331288343,0.2295184490306441,0.25,427.25,8.26731362614579,4077.8528858334334,526.0162426766079,17.6284255
Hip1,0.121300339640951,0.0578851412944393,0.1096664782362916,0.1428571428571428,0.058542413381123,0.1308411214953271,0.1063394683026584,0.1475922451532207,0.2361111111111111,162.75,9.11655350925951,1164.4660818179434,265.2600170566046,8.16293425
Atg1,0.2954876273653566,0.1782133090246125,0.5952515545505935,0.1721611721611721,0.2270011947431302,0.573208722741433,0.3680981595092024,1.2601626016260163,0.5277777777777778,252.25,9.645300113688506,3688.648967488633,353.1492720985885,27.788178
mRpL20,0.2508491023774866,0.1659070191431176,0.3227812323346523,0.2747252747252747,0.1600955794504181,0.1619937694704049,0.3926380368098159,0.3664790494058786,0.0,451.5,11.6169916400228,1976.61168928331,580.7085297671453,212.49867975
Vps36,0.074235807860262,0.0551504102096627,0.0893159977388355,0.0769230769230769,0.068100358422939,0.0965732087227414,0.0981595092024539,0.1144465290806754,0.1527777777777778,266.0,9.50329508821945,1523.9300719018968,248.00491502712677,44.67558425
DCTN1-p150,0.3338185346918971,0.166362807657247,0.4403617863199547,0.4432234432234432,0.2508960573476702,0.3987538940809969,0.3660531697341513,0.9974984365228268,0.3194444444444444,264.5,10.74979862052145,4470.262403536463,581.547494410067,18.19461925
btl,0.0329936923823386,0.019598906107566,0.4058790276992651,0.0219780219780219,0.020310633213859,0.1152647975077881,0.2065439672801636,0.685428392745466,0.0416666666666666,316.0,10.0760831895968,1006.622889502306,1224.782640077672,5.9232915
Prp31,0.1945657447840854,0.1216955332725615,0.2413793103448276,0.1904761904761904,0.1517323775388291,0.102803738317757,0.2392638036809816,0.2470293933708567,0.0972222222222222,315.5,11.40211739148425,3078.83913224269,467.0237329604922,65.027728
mrn,0.0572537603105288,0.0515041020966271,0.0876201243640474,0.0732600732600732,0.058542413381123,0.043613707165109,0.0858895705521472,0.0787992495309568,0.0138888888888888,167.75,9.73182172089847,3764.6996458103167,376.8644240743455,73.56028375
RhoGAP71E,0.6851043182920912,0.4380127620783956,0.7795364612775579,0.9926739926739928,0.4611708482676224,0.5638629283489096,0.6748466257668712,0.7523452157598499,0.5416666666666666,194.5,9.057242206775625,4269.5546217896335,454.831019441261,26.281047
dbo,0.1436196021348859,0.1089334548769371,0.1938948558507631,0.1794871794871795,0.1373954599761051,0.1183800623052959,0.147239263803681,0.2032520325203252,0.0694444444444444,257.0,10.0845584910682,3952.0580458795466,431.6280029270485,36.304638
Hip14,0.0485201358563803,0.0451230628988149,0.0644431882419446,0.0476190476190476,0.029868578255675,0.0778816199376947,0.0572597137014314,0.075046904315197,0.0833333333333333,274.0,9.056271660088274,4117.586055937717,582.9322506243125,20.3638015
Diap1,0.9121785540999516,0.7976298997265269,1.0293951384963256,0.73992673992674,1.1935483870967742,1.2834890965732086,0.8793456032719836,1.868667917448405,1.0833333333333333,302.75,10.423208845656749,16232.2690470556,1672.718120606035,333.91663375
ClC-c,0.2736535662299854,0.1285323609845031,0.3872244205765969,0.2857142857142857,0.2604540023894862,0.3613707165109034,0.2924335378323108,0.4971857410881801,0.4583333333333333,592.5,10.7963935077221,3509.7882718058368,473.96253137472326,31.078489500000003
IleRS-m,0.0140708393983503,0.0118505013673655,0.0316563029960429,0.0146520146520146,0.013142174432497,0.0093457943925233,0.0143149284253578,0.0181363352095059,0.0,302.25,8.87167591760538,1225.5321768668266,487.132307892979,16.1972535
Zn72D,0.2367782629791363,0.1371923427529626,0.2413793103448276,0.2087912087912088,0.1684587813620071,0.1401869158878504,0.2331288343558282,0.2976860537836147,0.2361111111111111,297.25,10.9313057660809,8030.135636027226,1673.1138847380626,94.557208
tra,0.0538573508005822,0.0378304466727438,0.0757490107405313,0.0549450549450549,0.041816009557945,0.0560747663551401,0.0777096114519427,0.0700437773608505,0.0972222222222222,277.0,11.37422007325245,1151.3767779903037,232.02176423059325,57.12847575
CG4098,0.0009704027171276,0.0018231540565177,0.0022611644997173,0.0036630036630036,0.001194743130227,0.0,0.0,0.0012507817385866,0.0,276.75,11.5483051034207,559.2894471516693,194.7512715377348,93.06395125
CG9706,0.1280931586608442,0.0469462169553327,0.1339739966082532,0.1941391941391941,0.1135005973715651,0.1277258566978193,0.1124744376278118,0.16447779862414,0.0138888888888888,457.5,10.06112206525745,869.0661294500583,193.5807358533793,14.58093325
Papst2,0.1077147016011644,0.0364630811303555,0.1294516676088185,0.1611721611721611,0.0991636798088411,0.0529595015576324,0.1104294478527607,0.1951219512195122,0.0138888888888888,283.75,9.68898017783183,730.7403802540643,288.153523501239,15.7373445
CG6479,0.0378457059679767,0.0300820419325433,0.0412662521198417,0.0109890109890109,0.037037037037037,0.0311526479750778,0.0490797546012269,0.040650406504065,0.0138888888888888,191.0,10.9290238782975,4212.15239979758,534.8507453549471,47.998672
Oatp74D,0.3051916545366327,2.731996353691887,0.5963821368004523,0.1025641025641025,0.2688172043010752,0.4485981308411215,0.3047034764826176,0.9218261413383364,2.736111111111111,199.0,10.66103222602935,6148.788475748457,1453.4420191550098,82.97707849999999
Edc3,0.2134885977680737,0.1577028258887876,0.2866026003391747,0.282051282051282,0.2019115890083632,0.2118380062305296,0.2862985685071574,0.3252032520325203,0.2638888888888889,429.0,11.006287643575453,5060.014901422967,1445.503495718467,47.57489825
CG5290,0.0266860747210092,0.019598906107566,0.041831543244771,0.0366300366300366,0.020310633213859,0.02803738317757,0.065439672801636,0.0469043151969981,0.0138888888888888,154.75,9.701315642220145,1566.11361813061,320.92401688605275,14.27706725
Eip75B,1.3202328966521106,1.0350957155879672,1.842849067269644,0.8681318681318682,0.7275985663082437,2.367601246105919,1.0429447852760736,2.100062539086929,3.486111111111111,251.0,8.673198367999799,12234.9232525159,740.2708626692238,44.77125175
Capr,0.4526928675400291,0.3956244302643573,0.6517806670435274,0.5274725274725275,0.3882915173237753,0.5389408099688473,0.6768916155419223,0.632895559724828,0.4166666666666667,505.0,11.07502950730795,26043.506934825236,3421.948296118828,164.29945475
Indy,0.37117903930131,0.1996353691886964,0.5505935556811759,0.2271062271062271,0.7275985663082437,2.439252336448598,0.3783231083844581,0.4759224515322076,2.263888888888889,716.25,9.992647260772824,7466.605559576255,550.0833511729478,62.01109175
Uggt,0.7874818049490538,0.3792160437556973,1.0638778971170153,0.7838827838827839,0.7634408602150538,0.5358255451713395,0.9263803680981596,1.0756722951844904,0.2361111111111111,679.5,11.8404992623845,13860.371300115869,1462.9799138070198,51.05206325
fal,0.0732654051431344,0.0487693710118505,0.1051441492368569,0.0622710622710622,0.051373954599761,0.0934579439252336,0.0674846625766871,0.1732332707942464,0.1388888888888889,305.0,7.74638654259884,873.0761513054882,241.08629441102727,22.16486775
Oat,0.0033964095099466,0.0027347310847766,0.0073487846240814,0.0,0.0,0.0249221183800623,0.0,0.0031269543464665,0.0,196.25,10.6089679222573,219.43079617957832,63.55905198196663,7.74666325
Fibp,0.1004366812227074,0.0519598906107566,0.1345392877331825,0.1794871794871795,0.070489844683393,0.0747663551401869,0.1554192229038855,0.1594746716697936,0.1111111111111111,240.75,9.816059925278177,1309.9698516746732,223.20548776749416,34.59253025
Prp3,0.0844250363901018,0.068824065633546,0.111927642736009,0.0805860805860805,0.054958183990442,0.0903426791277258,0.1022494887525562,0.1150719199499687,0.0277777777777777,312.0,10.6546961924778,2651.8645728618435,471.80930483589,48.186205
kug,0.6302765647743813,0.3974475843208751,0.5398530243075184,0.6996336996336996,0.4372759856630824,0.4361370716510903,0.558282208588957,0.6060037523452158,0.3888888888888889,354.75,11.93905286920825,2781.8877254639465,404.85250576449727,4.93442175
SCCRO4,0.1897137311984473,0.1239744758432087,0.2809496890898812,0.2307692307692307,0.1529271206690561,0.1619937694704049,0.2290388548057259,0.2707942464040025,0.1666666666666666,549.75,11.35028615277645,3059.7934763285502,736.5392682505401,89.16243925
kin17,0.1305191654536632,0.0834092980856882,0.1729790842283776,0.1721611721611721,0.08363201911589,0.1495327102803738,0.1022494887525562,0.1494684177611006,0.1666666666666666,217.75,8.710284996177396,1308.7298155369233,210.092562589276,24.94054
Ide,0.0931586608442503,0.0496809480401093,0.0949689089881288,0.1868131868131868,0.063321385902031,0.0809968847352024,0.1124744376278118,0.1188242651657285,0.1111111111111111,461.5,11.9629672537867,4929.025063167038,818.9833282950932,49.29994425
mRpL15,0.1048034934497816,0.0670009115770282,0.1571509327303561,0.1062271062271062,0.075268817204301,0.0654205607476635,0.130879345603272,0.1538461538461538,0.0,180.25,10.6835441133585,1607.1158531278534,316.1344466196638,65.45062075
CG4042,0.0688985929160601,0.0355515041020966,0.0881854154889768,0.0476190476190476,0.04778972520908,0.0529595015576324,0.0777096114519427,0.1225766103814884,0.0138888888888888,168.0,8.542279355491615,669.0070786196746,94.15075289052484,21.3799655
Pex14,0.1329451722464822,0.0752051048313582,0.1905031091011871,0.1282051282051282,0.066905615292712,0.087227414330218,0.1738241308793456,0.2101313320825516,0.0694444444444444,587.0,11.1599390694144,4649.457464007023,706.651969675484,140.042399
CG3634,0.0150412421154779,0.011394712853236,0.0243075183719615,0.0402930402930402,0.013142174432497,0.0124610591900311,0.0184049079754601,0.0256410256410256,0.0138888888888888,286.0,9.91824279173009,2983.618398844507,495.7777812244448,39.1602445
CSN3,0.0810286268801552,0.0542388331814038,0.1237987563595251,0.0805860805860805,0.072879330943847,0.0965732087227414,0.1145194274028629,0.1006879299562226,0.1666666666666666,533.25,11.439130087255649,5799.675385062729,935.0289116115543,119.846565
skd,0.928190198932557,0.7092069279854147,1.0022611644997172,1.2893772893772897,0.8172043010752689,0.6230529595015576,0.8650306748466258,0.936835522201376,1.4166666666666667,210.5,9.241983958351083,3804.0736016137503,699.6263418259487,5.3640755
chb,0.2455118874332848,0.1649954421148587,0.2803843979649519,0.282051282051282,0.1744324970131421,0.2523364485981308,0.280163599182004,0.4221388367729831,0.4027777777777778,156.75,10.004599964759064,5457.605038331424,342.59296491913074,13.858774
ppl,0.0596797671033478,0.0451230628988149,0.1458451102317693,0.0329670329670329,0.056152927120669,0.043613707165109,0.1083844580777096,0.1413383364602876,0.0277777777777777,325.25,11.46706175645135,1499.85485399603,379.74487826442254,64.699541
Cpr78Ca,0.0038816108685104,0.0109389243391066,0.006783493499152,0.0,0.005973715651135,0.8940809968847352,0.0286298568507157,0.0012507817385866,0.7222222222222222,267.5,7.70746129647965,28.24663507126012,12.681512498742824,1.27637125
Tsr1,0.0388161086851043,0.0355515041020966,0.0474844544940644,0.0586080586080586,0.025089605734767,0.0342679127725856,0.0961145194274028,0.0619136960600375,0.0277777777777777,334.5,12.112911996307,8247.714714593372,1289.410988583885,97.984693
rgn,0.604075691411936,0.45897903372835,1.3216506500847938,1.5787545787545787,2.2425328554360813,0.616822429906542,2.997955010224949,0.1732332707942464,0.1111111111111111,249.5,12.1578565283154,8186.925988907397,1787.5386366763175,37.95252575
Cdk12,0.3833090732654051,0.2060164083865086,0.5183719615602035,0.3992673992673993,0.2915173237753883,0.3177570093457944,0.4601226993865031,0.5834896810506567,0.25,275.0,10.71197119424705,4198.476289458527,507.3603314638221,22.03518975
CG7611,0.1746724890829694,0.129443938012762,0.2142453363482193,0.2490842490842491,0.1720430107526881,0.3862928348909657,0.2024539877300613,0.3302063789868668,0.9166666666666666,418.75,11.015821246010251,7428.40561530578,1112.5732313370868,65.4780585
CG11248,0.0378457059679767,0.023701002734731,0.0390050876201243,0.0512820512820512,0.028673835125448,0.0498442367601246,0.0245398773006134,0.0444027517198248,0.0138888888888888,188.75,7.842641504995585,609.685913620753,49.46689598286195,7.507171
CG11247,0.0203784570596797,0.0182315405651777,0.0271339739966082,0.0293040293040293,0.022700119474313,0.0155763239875389,0.0347648261758691,0.0350218886804252,0.0416666666666666,187.25,9.13446726991968,1429.411747997677,407.43829249226826,14.78759175
CG7148,0.0853954391072295,0.0387420237010027,0.0932730356133408,0.0989010989010989,0.07168458781362,0.0623052959501557,0.081799591002045,0.089430894308943,0.1388888888888889,211.75,9.627322522178666,1293.86582767158,298.1623475003555,34.387780750000005
P5CDh1,0.346433770014556,0.0656335460346399,0.1808931599773883,0.4029304029304029,0.2126642771804062,0.1090342679127725,0.1574642126789366,0.174484052532833,0.4583333333333333,512.0,10.58063100242115,5765.747015036206,1407.7540027869377,81.32384950000001
Ddx1,0.121300339640951,0.0665451230628988,0.1548897682306387,0.1648351648351648,0.072879330943847,0.0716510903426791,0.1349693251533742,0.1607254534083802,0.0555555555555555,360.75,12.2220531288156,4400.917985014923,699.3630026268536,66.57577825000001
CG11438,0.0747210092188258,0.0907019143117593,0.0915771622385528,0.0549450549450549,0.3213859020310633,0.1433021806853582,0.0981595092024539,0.0900562851782364,0.0555555555555555,295.0,9.568988557019717,3137.62800353985,169.16913169377713,114.91375075
Haspin,0.1722464822901504,0.1577028258887876,0.2447710570944036,0.1648351648351648,0.1123058542413381,0.0809968847352024,0.2372188139059304,0.1938711694809256,0.0555555555555555,277.5,10.4801098656049,3030.0929059886366,585.244282074692,55.57893175
IntS3,0.1518680252304706,0.1084776663628076,0.1831543244771057,0.2161172161172161,0.1338112305854241,0.1339563862928348,0.1901840490797546,0.2045028142589118,0.2361111111111111,400.25,11.37072675130735,3609.41207148231,481.1604987340205,33.78660375
CG10395,0.2401746724890829,0.1877848678213309,0.3776144714527982,0.304029304029304,0.2102747909199522,0.2180685358255451,0.3394683026584867,0.3270794246404002,0.1111111111111111,425.5,10.256419526759,2295.54971574616,338.57867559211724,76.23978375
CG34200,0.5667151868025231,0.3974475843208751,0.71791972866026,0.4725274725274725,0.4707287933094384,0.3707165109034268,1.1738241308793456,0.9974984365228268,0.2638888888888889,269.5,11.1008743639314,1828.627802639607,279.5381520614062,208.564
Gp210,0.3847646773410965,0.2456700091157702,0.4098360655737705,0.271062271062271,0.2867383512544803,0.1121495327102803,0.4826175869120654,0.3258286429018136,0.0277777777777777,186.0,12.15876773131845,9933.807455073056,1058.321476403533,26.589346
Pld,0.1048034934497816,0.0683682771194165,0.1769361221028829,0.0952380952380952,0.1027479091995221,0.1183800623052959,0.1554192229038855,0.1913696060037523,0.0555555555555555,291.0,10.14836177454175,1611.15940834745,250.5107252419785,7.17123775
Trap1,0.0669577874818049,0.0341841385597082,0.0977953646127755,0.0695970695970696,0.038231780167264,0.02803738317757,0.147239263803681,0.0863039399624765,0.0555555555555555,652.75,11.064545199475798,5045.087616060803,1144.3047139477744,66.66716575
