,SB,DT,DB,ASP,TC,LT,VB,PC,GB,PC_S1,SB_M1,ASP_S1,ASP_S2,ASP_S3
CG8399,0.1814653081028626,0.0711030082041932,0.1509327303561334,0.1868131868131868,0.2126642771804062,0.2305295950155763,0.1349693251533742,0.4215134459036898,0.0694444444444444,261.75,11.03164740369835,7119.106868319103,902.8602109458732,83.557739
Ric,0.0596797671033478,0.0282588878760255,0.0808366308648954,0.1245421245421245,0.05973715651135,0.043613707165109,0.0899795501022494,0.1163227016885553,0.0277777777777777,250.0,10.90014087310395,790.4419131273636,177.9314933666758,10.126294
Khc,1.0155264434740416,0.3878760255241568,1.1305822498586773,1.4432234432234432,0.6320191158900836,0.719626168224299,0.8343558282208589,1.5953721075672296,0.4027777777777778,886.5,11.23454026433945,13732.369148035368,2302.6640037911325,107.6928395
Sema2b,0.4837457544881126,0.6832269826800365,0.5110231769361221,0.4139194139194139,0.4671445639187574,0.1183800623052959,0.3844580777096114,0.2645403377110694,1.5833333333333333,165.25,8.413139566567533,10351.328975406275,487.789979513371,47.21589899999999
Picot,0.0975254730713246,0.0063810391978122,0.1582815149802148,0.0073260073260073,0.022700119474313,0.1838006230529595,0.1002044989775051,0.0181363352095059,0.0972222222222222,265.5,9.70930575254527,267.97689663097464,725.0924608254452,2.47681
mbl,0.5278990781174188,1.354147675478578,0.3261729790842284,0.4432234432234432,0.5161290322580645,0.616822429906542,0.4519427402862985,0.2864290181363352,2.4166666666666665,193.25,7.758825645426794,6599.951505126516,591.0367441539632,65.61359625
EDTP,0.1368267831149927,0.0875113947128532,0.2724703222159412,0.1428571428571428,0.0931899641577061,0.1806853582554517,0.2924335378323108,0.1300813008130081,0.1527777777777778,159.5,9.35917203661668,2029.61910566152,295.414334258086,23.135886000000003
CG4853,0.0863658418243571,0.0624430264357338,0.1124929338609383,0.1098901098901098,0.068100358422939,0.0747663551401869,0.0961145194274028,0.1913696060037523,0.1805555555555555,306.5,10.24244973225695,2756.324411199173,890.0542772956065,33.6264385
APC10,0.217855409995148,0.1453965360072926,0.3097795364612775,0.315018315018315,0.1577060931899641,0.0965732087227414,0.32719836400818,0.3402126328955597,0.0138888888888888,365.75,10.009212618506336,1427.5250414152767,339.5052769785783,65.90338
CG30109,0.0946142649199417,0.0583409298085688,0.1277557942340305,0.0879120879120879,0.066905615292712,0.0404984423676012,0.1104294478527607,0.1463414634146341,0.0138888888888888,191.25,11.221997157300049,546.8292945295293,164.65525892009825,37.59200175
Snx16,0.197962154294032,0.0943482224247948,0.2577727529677784,0.3736263736263736,0.1827956989247312,0.2087227414330218,0.2331288343558282,0.3195747342088805,0.3194444444444444,416.75,9.20244571187162,1881.31078020062,323.2838818744525,38.45908875
CG5033,0.0630761766132945,0.0528714676390155,0.0525720746184284,0.0952380952380952,0.037037037037037,0.0155763239875389,0.1370143149284253,0.0694183864915572,0.0138888888888888,235.75,11.00062535448855,9190.273824823083,1558.661078674005,92.466942
Nup75,0.0674429888403687,0.0464904284412032,0.0994912379875636,0.0769230769230769,0.060931899641577,0.0778816199376947,0.1226993865030674,0.0888055034396497,0.0138888888888888,372.5,10.2550749556892,4680.521305943914,680.1342321214061,67.68742775
Dgp-1,0.1766132945172246,0.113035551504102,0.1588468061051441,0.2197802197802197,0.1254480286738351,0.1775700934579439,0.1390593047034765,0.1657285803627267,0.125,289.5,9.5173702169387,3591.406561785667,553.3192862468235,59.13761
CG5335,0.03444929645803,0.0082041932543299,0.0429621254946297,0.0109890109890109,0.037037037037037,0.0404984423676012,0.0674846625766871,0.040650406504065,0.0972222222222222,235.5,10.72135563911815,566.7946855188324,154.4155307305193,15.19904825
edl,0.1183891314895681,0.0797629899726526,0.0627473148671565,0.0769230769230769,0.1517323775388291,0.1059190031152648,0.1042944785276073,0.3564727954971857,0.2083333333333333,331.0,7.86921734846945,1673.5218737526768,99.02436686230295,26.38421025
Vps51,0.0388161086851043,0.0273473108477666,0.0497456189937818,0.0476190476190476,0.043010752688172,0.0498442367601246,0.0552147239263803,0.0537836147592245,0.0555555555555555,180.0,10.317355209244,1006.1798544271466,202.52251898529977,15.7406565
MFS15,0.0635613779718583,0.0264357338195077,0.0548332391181458,0.0586080586080586,0.037037037037037,0.0560747663551401,0.0449897750511247,0.0606629143214509,0.1388888888888889,241.25,9.872214499051076,1458.85671904971,275.7026441948248,34.1918305
MetRS,0.3702086365841824,0.1112123974475843,0.3284341435839457,0.5347985347985348,0.2234169653524492,0.2523364485981308,0.3333333333333333,0.5040650406504065,0.0555555555555555,358.0,11.5167901881302,4703.536037860226,456.6900894742798,33.73160625
sano,3.924308588064047,0.5150410209662717,2.2193329564725834,0.9816849816849816,0.5209080047789725,1.2554517133956389,1.7361963190184049,8.35897435897436,15.76388888888889,550.25,11.435052454732102,4237.386625594153,948.990052870761,32.8245635
hppy,0.0790878214459,0.072926162260711,0.1548897682306387,0.0879120879120879,0.07168458781362,0.1121495327102803,0.0838445807770961,0.2570356472795497,0.0972222222222222,212.0,10.82925407347615,2514.976639132037,437.275668159986,13.3132445
Fak,0.173216885007278,0.0989061075660893,0.1814584511023177,0.2344322344322344,0.1111111111111111,0.1962616822429906,0.1513292433537832,0.2545340838023764,0.125,190.75,9.097226556428044,2814.92968135221,597.7688245279853,12.86378675
Spt5,0.3435225618631732,0.2119416590701914,0.4375353306953081,0.3553113553113553,0.2676224611708482,0.3271028037383177,0.4437627811860941,0.4765478424015009,0.1944444444444444,214.5,10.75351295685085,6550.754683242037,800.3677890807808,54.87026225
hrg,0.4269771955361475,0.3518687329079307,0.5059355568117581,0.5787545787545788,0.3715651135005974,0.367601246105919,0.4601226993865031,0.5190744215134458,0.4444444444444444,155.5,9.78365357579052,8661.82177291965,1301.726255489475,56.41922425
Ate1,0.1445900048520136,0.1066545123062898,0.1735443753533069,0.1062271062271062,0.08363201911589,0.1059190031152648,0.1881390593047034,0.1688555347091932,0.0416666666666666,415.5,10.8545614319624,1377.66336622729,385.5480245801052,34.0105535
Hsl,0.1149927219796215,0.040109389243391,0.0587902769926512,0.1831501831501831,0.1099163679808841,0.0747663551401869,0.0490797546012269,0.0825515947467167,0.0555555555555555,229.5,9.75808693151304,2667.1946965877632,449.92671545434496,26.296381
CG8929,0.2998544395924308,0.2133090246125797,0.3945732052006783,0.326007326007326,0.2664277180406212,0.2336448598130841,0.3517382413087934,0.4083802376485303,0.25,484.25,10.42338879343865,13344.697492599,2605.748306034795,204.620844
Nnf1a,0.1348859776807375,0.1276207839562443,0.1888072357263991,0.0915750915750915,0.1087216248506571,0.0560747663551401,0.280163599182004,0.1382113821138211,0.0138888888888888,185.0,12.53334013811515,2212.432816438243,363.5989766180685,143.45048325
CG30291,0.3876758854924794,0.1253418413855971,0.4149236856981345,0.6007326007326007,0.2986857825567503,0.3115264797507788,0.3803680981595092,0.5784865540963102,0.1527777777777778,640.25,9.8555951513436,2863.881883707056,394.79933587804254,84.17399074999999
grau,0.0378457059679767,0.0305378304466727,0.0746184284906727,0.0659340659340659,0.027479091995221,0.0404984423676012,0.081799591002045,0.0612883051907442,0.0555555555555555,309.0,9.24492135343223,1779.5189507693667,491.720983025342,40.0042955
mRpL54,0.274623968947113,0.1330902461257976,0.3566986998304126,0.3113553113553113,0.2019115890083632,0.0965732087227414,0.4192229038854805,0.4302689180737961,0.0555555555555555,438.75,11.3967101414467,1824.6978763764332,275.7875972581612,123.074558
Tmtc3,0.1465308102862688,0.0879671832269826,0.22215941209723,0.1098901098901098,0.1385902031063321,0.2149532710280373,0.1656441717791411,0.2095059412132582,0.0833333333333333,241.25,9.795177593196703,3725.38562010396,585.7970637634568,30.11296175
Xpd,0.0397865114022319,0.0296262534184138,0.0429621254946297,0.0366300366300366,0.020310633213859,0.02803738317757,0.0695296523517382,0.0456535334584115,0.1944444444444444,212.0,10.088250884719251,4730.749645931043,772.866616012252,51.34841625
dom,0.32654051431344,0.2912488605287147,0.397399660825325,0.3333333333333333,0.3225806451612903,0.3021806853582554,0.556237218813906,0.4415259537210756,0.4027777777777778,272.25,10.5472189114042,11323.286127158528,1073.6125908274776,14.429505
Egfr,1.0266860747210091,1.0350957155879672,0.4838892029395139,0.3663003663003663,0.8566308243727598,0.3644859813084112,0.3680981595092024,0.316447779862414,2.7777777777777777,218.75,9.44018594485028,12544.713974160832,813.1590861807045,37.81755174999999
CG18870,0.0329936923823386,0.0164083865086599,0.040135669869983,0.0439560439560439,0.027479091995221,0.0218068535825545,0.0429447852760736,0.0456535334584115,0.0555555555555555,608.25,9.992266706153014,1156.92040510691,257.36541534221874,24.5076395
Tbp,0.081513828238719,0.0533272561531449,0.1322781232334652,0.0952380952380952,0.052568697729988,0.0529595015576324,0.1063394683026584,0.1106941838649155,0.0694444444444444,338.25,10.6415759543951,2411.4828712951035,349.6785534800143,61.58952875
Vrp1,0.1115963124696749,0.0633546034639927,0.0830977953646127,0.0622710622710622,0.076463560334528,0.5514018691588785,0.0777096114519427,0.1213258286429018,0.1527777777777778,358.25,9.47178539256884,1895.94269153592,301.968298978659,18.203982
GM130,0.2256186317321688,0.1248860528714676,0.3097795364612775,0.2893772893772894,0.1648745519713261,0.205607476635514,0.2576687116564417,0.350844277673546,0.0555555555555555,422.5,10.1666832565267,2432.490230968553,455.8536872822382,35.9120265
Vps35,0.2115477923338185,0.1513217866909753,0.3143018654607122,0.2124542124542124,0.1648745519713261,0.308411214953271,0.2883435582822086,0.3989993746091307,0.1666666666666666,604.75,10.8882752861428,12013.031555146534,1856.7781859649049,123.1587855
CG17807,0.0528869480834546,0.0396536007292616,0.071791972866026,0.0952380952380952,0.054958183990442,0.0249221183800623,0.0920245398773006,0.0644152595372107,0.0277777777777777,271.5,9.22062058777945,2399.027382401553,302.0923520620675,40.590805
bonsai,0.3105288694808345,0.186873290793072,0.4200113058224985,0.2893772893772894,0.2270011947431302,0.1682242990654205,0.4826175869120654,0.5115697310819262,0.0833333333333333,318.25,12.2487761404302,1580.832418759033,383.9756177146813,80.603778
CG3732,0.2590975254730713,0.1672743846855059,0.3781797625777275,0.2893772893772894,0.2186379928315412,0.2180685358255451,0.3169734151329243,0.316447779862414,0.2777777777777778,421.5,9.596861262337717,2360.85666447644,481.5259526055153,91.8472535
asrij,0.3677826297913634,0.2046490428441203,0.6433013001695873,0.4798534798534798,0.3225806451612903,0.2710280373831775,0.588957055214724,0.7379612257661038,0.0972222222222222,617.25,10.75279566295165,2971.669751387886,401.475981501794,183.11216775
CG9849,0.1358563803978651,0.052415679124886,0.1673261729790842,0.1721611721611721,0.0967741935483871,0.0934579439252336,0.1451942740286298,0.3395872420262664,0.0138888888888888,292.25,11.665579112232953,736.404828068915,135.61196968324725,21.94711025
Golgin245,0.2634643377001455,0.1230628988149498,0.3103448275862069,0.3186813186813186,0.2031063321385902,0.2585669781931464,0.2883435582822086,0.3839899937460913,0.2916666666666667,234.25,10.2064616937304,2772.6905244692066,433.5798352189095,16.28981275
eIF2Bdelta,0.2464822901504124,0.1426618049225159,0.3544375353306953,0.2564102564102564,0.2305854241338112,0.2180685358255451,0.3251533742331288,0.4183864915572232,0.0972222222222222,215.5,10.2661756611115,4085.033948072377,432.8547403508216,102.42119875
sigmar,0.0378457059679767,0.023701002734731,0.0582249858677218,0.0769230769230769,0.029868578255675,0.0623052959501557,0.0531697341513292,0.1851156973108192,0.1111111111111111,307.0,7.73402116565205,726.38630534743,225.67540342978447,17.01921975
Snap29,0.2935468219311014,0.2310847766636281,0.4844544940644432,0.2014652014652014,0.2222222222222222,0.4579439252336448,0.4151329243353783,0.5709818636647905,1.3472222222222223,474.5,8.81116887523891,2368.096099455553,370.5454682995783,90.67211
eIF6,0.249878699660359,0.1590701914311759,0.2453363482193329,0.326007326007326,0.2329749103942652,0.0809968847352024,0.4601226993865031,0.316447779862414,0.0277777777777777,301.75,12.2063484803956,3728.782545457547,295.3886632236557,178.6295775
CG5569,0.0970402717127607,0.0592525068368277,0.1611079706048615,0.1282051282051282,0.068100358422939,0.0623052959501557,0.16359918200409,0.1475922451532207,0.0138888888888888,267.75,10.8861265132614,931.607016277765,162.91137139211125,56.797393
CG5339,0.1814653081028626,0.0888787602552415,0.2781232334652346,0.3223443223443223,0.1146953405017921,0.1339563862928348,0.2004089979550102,0.3852407754846779,0.0694444444444444,414.0,9.019450516782214,984.1022223907294,307.83342547993874,35.822826
Galphas,0.4211547792333818,0.3062898814949863,0.7931034482758621,0.4908424908424908,0.3106332138590203,0.4922118380062305,0.621676891615542,0.951219512195122,0.5138888888888888,1350.25,11.5061651915107,4270.187866536114,1042.3699371861935,90.165632
mr,0.0402717127607957,0.0419325432999088,0.0650084793668739,0.0366300366300366,0.040621266427718,0.0373831775700934,0.0777096114519427,0.0625390869293308,0.0,181.75,10.9209065336624,3219.3043021314297,536.9744850669115,36.85349025
CG4324,0.0684133915574963,0.0369188696444849,0.115319389485585,0.0805860805860805,0.084826762246117,0.0373831775700934,0.1022494887525562,0.3814884302689181,0.0555555555555555,161.0,8.958231922483535,944.9157371958228,135.35124418316082,26.68386975
Chi,0.1096555070354197,0.0747493163172288,0.1390616167326173,0.1501831501831501,0.0884109916367981,0.1183800623052959,0.1226993865030674,0.1313320825515947,0.1111111111111111,224.75,10.36979710527065,5414.670083669436,570.781499346321,89.4419885
CG13585,0.6555070354196991,0.340929808568824,0.866591294516676,1.120879120879121,0.6654719235364397,0.6573208722741433,0.7525562372188139,0.8424015009380863,0.9305555555555556,211.0,12.0997092816403,2000.7741319942236,236.13697817854623,129.460144
CG3589,0.0490053372149442,0.027803099361896,0.0531373657433578,0.0366300366300366,0.029868578255675,0.0934579439252336,0.0490797546012269,0.0662914321450906,0.2638888888888889,268.25,8.535616847100364,1060.2327299808887,246.11646247025777,28.171000000000003
NKAIN,0.222707423580786,0.1567912488605287,0.2374222724703222,0.2783882783882784,0.2377538829151732,0.3395638629283489,0.2126789366053169,0.3552220137585991,0.4583333333333333,388.75,8.36028980219196,6155.0355098071095,676.1254686646893,64.3970385
NaCP60E,0.0616205725376031,0.0469462169553327,0.0870548332391181,0.0512820512820512,0.050179211469534,0.0747663551401869,0.0756646216768916,0.0275171982489055,0.0,210.5,8.21559874809514,998.7173459240048,321.5637402888845,2.0139475
CG2811,0.4192139737991266,0.2210574293527803,0.6913510457885811,0.3809523809523809,0.3297491039426523,0.3582554517133956,0.6707566462167689,0.6416510318949343,0.0555555555555555,437.0,11.56084824239575,2989.09556364542,651.0495588312062,197.5626615
CG3770,0.0184376516254245,0.0706472196900638,0.0859242509892594,0.0109890109890109,0.016726403823178,0.0498442367601246,0.1288343558282208,0.0475297060662914,0.0277777777777777,216.0,10.8678980408887,743.3697123786496,131.02200367139577,25.246091
emp,0.3173216885007278,0.1071103008204193,0.3815715093273035,0.1172161172161172,0.1947431302270011,0.6386292834890965,0.2719836400817996,0.4071294559099437,1.5694444444444444,760.5,11.9921284705529,9727.45815051515,681.3309291107793,111.79963325
RhoGAP1A,0.1164483260553129,0.0783956244302643,0.1407574901074053,0.1098901098901098,0.0979689366786141,0.1526479750778816,0.1002044989775051,0.16447779862414,0.2083333333333333,182.5,10.28114110769525,8351.617637263771,1043.948596941189,28.236086
tyn,1.0218340611353711,0.2338195077484047,0.2131147540983606,5.135531135531136,1.5364396654719237,0.1308411214953271,0.1881390593047034,0.2163852407754846,0.0555555555555555,156.25,9.065674828706545,3869.39264580081,111.80867232404664,43.075493
ebo,0.0577389616690926,0.0451230628988149,0.0825325042396834,0.0439560439560439,0.045400238948626,0.1277258566978193,0.0674846625766871,0.099437148217636,0.3333333333333333,231.75,10.174294941302447,6805.192691031897,1416.3460004820702,39.57790575
CG13369,0.2256186317321688,0.089334548769371,0.2945166760881854,0.1611721611721611,0.1445639187574671,0.1152647975077881,0.2494887525562372,0.2951844903064415,0.0972222222222222,158.25,10.87477636080975,1286.62531423578,189.2220836497048,28.83295875
Mybbp1A,0.0325084910237748,0.0273473108477666,0.0293951384963256,0.0512820512820512,0.022700119474313,0.0093457943925233,0.0552147239263803,0.0481550969355847,0.0,206.0,11.0972407157241,3845.447260984256,491.14976350360223,20.218268
RpL22,0.8655992236778263,0.5419325432999088,1.1373657433578293,0.8608058608058609,0.7562724014336918,0.8161993769470405,1.16359918200409,1.2195121951219512,1.2083333333333333,420.75,13.7973333462768,22033.457326976237,2251.1947069339626,5684.667664500001
CG14629,0.0077632217370208,0.0041020966271649,0.005087620124364,0.0073260073260073,0.013142174432497,0.0062305295950155,0.0040899795501022,0.0100062539086929,0.0138888888888888,464.0,10.93485709050925,784.6148770867177,39.69912245022304,23.79132825
CG12773,0.2037845705967976,0.0861440291704649,0.2583380440927077,0.2014652014652014,0.1756272401433691,0.1557632398753894,0.2290388548057259,0.4015009380863039,0.1805555555555555,184.75,11.0959824520496,7203.57158500033,1178.2033353217848,55.779536
AMPKalpha,0.0994662785055798,0.0679124886052871,0.1379310344827586,0.1062271062271062,0.0979689366786141,0.1744548286604361,0.130879345603272,0.1257035647279549,0.1527777777777778,156.25,10.6554940135162,4892.709188004284,566.336360698109,66.87416175
MED18,0.1712760795730228,0.1125797629899726,0.1888072357263991,0.1904761904761904,0.1302270011947431,0.0996884735202492,0.1697341513292433,0.16635397123202,0.0555555555555555,232.75,11.11894408522085,3120.331054929183,525.449883074459,159.1143765
CG14817,0.5186802523047065,0.3222424794895168,0.6896551724137931,0.5641025641025641,0.4289127837514934,0.573208722741433,0.8261758691206544,0.8211382113821138,0.8194444444444444,307.25,12.021496788337249,1081.134582375889,214.52336015521476,93.94836975
CG11596,0.0849102377486657,0.0601640838650866,0.1158846806105144,0.0659340659340659,0.068100358422939,0.043613707165109,0.1370143149284253,0.1525953721075672,0.0138888888888888,528.25,10.257623230622649,5163.994660547413,1315.182238531834,88.9264185
usp,0.1746724890829694,0.0966271649954421,0.2091577162238553,0.2161172161172161,0.1493428912783751,0.205607476635514,0.1738241308793456,0.2401500938086304,0.3333333333333333,434.25,10.54498974607475,5490.74852893321,587.3124082610208,93.2653615
CG4199,0.4750121300339641,0.2406563354603464,0.2102882984737139,2.0146520146520146,0.5364396654719236,0.4267912772585669,0.1881390593047034,0.1000625390869293,0.75,191.25,11.76668356713635,8207.448462109394,493.052556015523,103.3776175
CG16903,0.2042697719553614,0.1490428441203281,0.2323346523459581,0.2417582417582417,0.1135005973715651,0.1651090342679127,0.278118609406953,0.2226391494684177,0.1527777777777778,464.75,9.932711584653523,4412.181057860679,646.3670807704723,67.4165085
CG3071,0.059194565744784,0.0291704649042844,0.0644431882419446,0.0659340659340659,0.033452807646356,0.0186915887850467,0.1042944785276073,0.0762976860537836,0.0,313.25,10.1717953207706,4020.949519719173,664.6089104886514,43.36107475
wds,0.2032993692382338,0.1444849589790337,0.2747314867156585,0.2747252747252747,0.1553166069295101,0.0903426791277258,0.2883435582822086,0.3120700437773608,0.0416666666666666,276.0,11.0529471062135,4787.06693560779,1090.6389139337366,108.30870475
Tsp3A,0.0713245997088791,0.0432999088422971,0.0904465799886941,0.0842490842490842,0.046594982078853,0.0996884735202492,0.0899795501022494,0.24765478424015,0.125,360.75,8.536194835993145,2089.0164613638567,345.0721032619788,35.481215
Seipin,0.0242600679281901,0.0127620783956244,0.0254381006218202,0.0293040293040293,0.013142174432497,0.0155763239875389,0.0265848670756646,0.0512820512820512,0.0,270.5,9.001321517627135,694.609687814506,144.74892089194904,10.400562
Ugalt,0.2998544395924308,0.097538742023701,0.3764838892029395,0.3626373626373626,0.2425328554360812,0.2274143302180685,0.3701431492842535,0.4371482176360225,0.0833333333333333,515.75,9.985647495843804,3410.910781998093,366.663035477712,70.7698275
CG2701,0.0674429888403687,0.0510483135824977,0.1006218202374222,0.0586080586080586,0.068100358422939,0.0903426791277258,0.081799591002045,0.1069418386491557,0.0555555555555555,193.25,11.07037384068235,2985.425234671087,250.3091602466785,40.2623065
CG18508,0.1926249393498302,0.0551504102096627,0.2492933860938383,0.1904761904761904,0.1206690561529271,0.2523364485981308,0.2331288343558282,0.3808630393996248,0.1111111111111111,263.25,9.195761646340234,192.09967742792836,86.28486218890782,17.890767750000002
Mnt,0.586608442503639,0.3468550592525068,0.6789146410401357,0.4798534798534798,0.3823178016726404,0.5514018691588785,0.5296523517382413,0.906816760475297,0.5277777777777778,196.5,10.4789750274465,3175.825653564063,433.8168366450627,25.536913750000004
Tlk,0.5647743813682679,0.45077484047402,0.7823629169022046,0.6886446886446886,0.4874551971326165,0.5451713395638629,0.6482617586912065,0.7392120075046904,0.4861111111111111,281.0,10.9077292557628,9057.333751589102,1197.2440980670085,25.1869135
CG2938,0.0475497331392527,0.0346399270738377,0.0915771622385528,0.0329670329670329,0.050179211469534,0.0965732087227414,0.065439672801636,0.1513445903689806,0.0694444444444444,339.5,8.342390588437485,4094.144265829413,712.2941698153476,26.05166075
brn,0.0553129548762736,0.0378304466727438,0.0548332391181458,0.0329670329670329,0.04778972520908,0.0249221183800623,0.0777096114519427,0.0694183864915572,0.0138888888888888,177.75,10.4219785383046,1019.9933077097048,147.82909785963884,25.42973325
mRpL33,0.6986899563318777,0.3714676390154968,0.907857546636518,0.8021978021978022,0.4970131421744325,0.4890965732087227,0.9202453987730062,1.066916823014384,0.2777777777777778,235.5,10.8506067196123,1304.41857738581,130.1543137225878,119.6784295
rb,0.2789907811741873,0.1485870556061987,0.3459581684567552,0.3296703296703296,0.2544802867383512,0.2180685358255451,0.3047034764826176,0.4371482176360225,0.1666666666666666,222.5,9.9191763525717,3400.6175461508133,317.6564824745885,11.699767
CG32772,0.2042697719553614,0.1590701914311759,0.3278688524590163,0.2857142857142857,0.2341696535244922,0.1619937694704049,0.2965235173824131,0.2470293933708567,0.1805555555555555,175.5,9.338506283597203,3273.089314279673,759.2865600058846,43.83563475
CG6903,0.0684133915574963,0.027803099361896,0.0469191633691351,0.1098901098901098,0.040621266427718,0.043613707165109,0.032719836400818,0.0594121325828642,0.0833333333333333,375.75,9.118465248508723,2592.4228297133363,586.8095536059448,47.871146
Rnp4F,0.1300339640950994,0.0875113947128532,0.1548897682306387,0.0952380952380952,0.0884109916367981,0.0560747663551401,0.1390593047034765,0.1388367729831144,0.0555555555555555,291.75,10.0753042738173,4584.027263915551,596.2801821431515,54.1760645
CG3149,0.0509461426491994,0.0255241567912488,0.0780101752402487,0.0586080586080586,0.044205495818399,0.0373831775700934,0.0695296523517382,0.0988117573483427,0.0416666666666666,191.0,9.20429672505234,1213.6418396211732,214.94613383962425,15.9482665
Shmt,0.2096069868995633,0.1823154056517775,0.3114754098360656,0.1941391941391941,0.1696535244922341,0.0560747663551401,0.4642126789366053,0.2826766729205753,0.0555555555555555,508.25,12.16221972941465,16090.816244460531,2117.4069417414203,400.34077174999993
CG4766,0.3508005822416303,0.3546034639927073,0.2097230073487846,0.0695970695970696,0.3106332138590203,0.043613707165109,0.0531697341513292,0.0700437773608505,1.5694444444444444,308.0,12.4103470660403,5941.258706160869,498.45696970629473,92.290444
CG3847,0.0849102377486657,0.0628988149498632,0.1068400226116449,0.1208791208791208,0.046594982078853,0.0747663551401869,0.0920245398773006,0.1200750469043152,0.1944444444444444,348.25,10.9531579124543,3983.3176322581166,980.5536283076656,92.26527175
Marf,0.2134885977680737,0.121239744758432,0.2605992085924251,0.2783882783882784,0.1780167264038231,0.2242990654205607,0.2515337423312883,0.241400875547217,0.2222222222222222,174.5,10.6250104567081,5313.85248925231,849.6556964816775,47.14072475
CG3342,0.0756914119359534,0.0597082953509571,0.0977953646127755,0.0805860805860805,0.054958183990442,0.0716510903426791,0.0858895705521472,0.1013133208255159,0.0972222222222222,327.25,8.194553930454816,1173.0142496863334,205.7440878987625,21.5314735
dx,0.0426977195536147,0.0451230628988149,0.0633126059920859,0.0256410256410256,0.044205495818399,0.043613707165109,0.0593047034764826,0.0600375234521576,0.125,163.0,10.99445482316375,5131.96493509403,778.725672455935,33.4988805
CG14440,0.0460941290635613,0.040109389243391,0.0757490107405313,0.0659340659340659,0.040621266427718,0.0809968847352024,0.0593047034764826,0.0587867417135709,0.1111111111111111,176.25,8.98046824021589,1691.209070184757,283.2896998915585,27.4677665
CG4558,0.0456089277049975,0.0587967183226982,0.1045788581119276,0.0769230769230769,0.044205495818399,0.0747663551401869,0.1042944785276073,0.0888055034396497,0.2916666666666667,218.25,9.97600532355284,3132.6996770832,540.179618635749,41.4533705
CG2059,0.0805434255215914,0.0350957155879671,0.0932730356133408,0.1501831501831501,0.046594982078853,0.0311526479750778,0.0879345603271983,0.1069418386491557,0.0277777777777777,223.75,9.918484320578436,603.611647509414,125.53421842785671,24.7306475
CG12155,0.0388161086851043,0.0355515041020966,0.0633126059920859,0.0402930402930402,0.045400238948626,0.0716510903426791,0.0306748466257668,0.0575359599749843,0.0416666666666666,468.0,8.835384461397648,4447.696285210127,663.2965942947452,42.68469075
bys,0.0616205725376031,0.0410209662716499,0.0604861503674392,0.0695970695970696,0.037037037037037,0.02803738317757,0.0858895705521472,0.0744215134459036,0.0277777777777777,235.25,9.992159180182108,4524.908014941787,901.688391727722,89.01384275000001
UbcE2H,0.2309558466763707,0.1271649954421148,0.2396834369700395,0.1941391941391941,0.1338112305854241,0.3208722741433021,0.2065439672801636,0.3696060037523452,0.3472222222222222,434.0,9.847533655331116,4408.6190766816735,904.7882064827814,48.30049075
CG1575,0.0266860747210092,0.0259799453053783,0.0293951384963256,0.0183150183150183,0.013142174432497,0.0062305295950155,0.0347648261758691,0.0275171982489055,0.0,243.75,10.2973889928396,3031.560144467,438.2281978163893,40.32803375
slpr,0.314410480349345,0.2529626253418414,0.4143583945732052,0.4175824175824176,0.2843488649940263,0.4890965732087227,0.4130879345603272,0.3477173233270794,0.6805555555555556,235.5,9.988905641637244,3596.732896175734,543.940826222758,12.8451095
Miga,0.0232896652110625,0.0182315405651777,0.036743923120407,0.0109890109890109,0.027479091995221,0.0155763239875389,0.0368098159509202,0.0462789243277048,0.0277777777777777,160.75,7.405993664957045,2175.4989792169,266.68440035460026,22.1223785
Es2,0.0286268801552644,0.0177757520510483,0.0310910118711136,0.0402930402930402,0.027479091995221,0.0373831775700934,0.0306748466257668,0.032520325203252,0.0694444444444444,181.75,8.52705238725082,894.7722673611906,259.93829379081546,22.4716865
CG12081,0.1358563803978651,0.1007292616226071,0.1955907292255511,0.1684981684981685,0.087216248506571,0.1401869158878504,0.1595092024539877,0.2113821138211382,0.2083333333333333,353.75,9.884003606589836,4885.551152215907,852.9733465113975,107.0233105
CG2004,0.3134400776322174,0.2711941659070191,0.8021481062747314,0.3113553113553113,0.2688172043010752,0.2741433021806853,0.7709611451942741,0.4840525328330206,0.0972222222222222,687.0,11.95997297445535,5160.341207340163,616.731877074016,124.1334975
CG1785,0.0747210092188258,0.0469462169553327,0.0904465799886941,0.0805860805860805,0.066905615292712,0.0249221183800623,0.147239263803681,0.1056910569105691,0.0,169.0,10.34823000927685,3522.2964981382866,492.69110955030953,61.6321475
CG1789,0.1664240659873847,0.1317228805834093,0.2419446014697569,0.1721611721611721,0.1362007168458781,0.0965732087227414,0.2985685071574642,0.223264540337711,0.0416666666666666,235.0,12.2492892585385,1402.3588280216766,244.94918269835824,52.27033324999999
CG32708,0.1023774866569626,0.0560619872379216,0.1294516676088185,0.0952380952380952,0.072879330943847,0.0747663551401869,0.1595092024539877,0.1244527829893683,0.0416666666666666,384.75,9.895059697290275,1184.1131595426737,337.0471685129065,59.28569475
Arfrp1,0.1538088306647258,0.0788514129443938,0.2198982475975127,0.1721611721611721,0.1194743130227001,0.1433021806853582,0.1676891615541922,0.2595372107567229,0.125,368.0,9.46147125235508,1001.7752444223188,213.9888437642915,33.899932
