"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","diff.pct","gene"
"CG17754",3.18142088266248e-10,0.727602546477188,0.326,0.174,3.5526926996692e-06,0.152,"CG17754"
"CG4911",3.6804274703969e-10,1.23780479827791,0.199,0.091,4.10993335619222e-06,0.108,"CG4911"
"CG33978",3.76525892878806e-10,0.426122538803196,0.74,0.569,4.20466464577763e-06,0.171,"CG33978"
"Meltrin",3.90547842981832e-10,0.672304813414745,0.444,0.282,4.36124776257812e-06,0.162,"Meltrin"
"rudhira",4.12260112204581e-10,0.575173670941986,0.534,0.363,4.60370867298856e-06,0.171,"rudhira"
"Set1",4.28607443658673e-10,0.864371495270021,0.294,0.156,4.7862593233364e-06,0.138,"Set1"
"Pdhb",4.32560070367424e-10,0.590029321138035,0.515,0.34,4.83039830579303e-06,0.175,"Pdhb"
"CenB1A",4.61666906345416e-10,1.00658532356648,0.24,0.118,5.15543434315926e-06,0.122,"CenB1A"
"lncRNA:CR43432",4.69694847364633e-10,-2.61472571081102,0.022,0.129,5.24508236052085e-06,-0.107,"lncRNA:CR43432"
"CG7332",4.73086488891392e-10,0.946602291676986,0.252,0.126,5.28295682145017e-06,0.126,"CG7332"
"rngo",5.35564380491272e-10,0.785736819843743,0.355,0.21,5.98064743694603e-06,0.145,"rngo"
"CSN5",5.4852200583441e-10,-0.758700936449749,0.289,0.442,6.12534523915285e-06,-0.153,"CSN5"
"CG9503",5.5163893548156e-10,0.695891027251981,0.426,0.267,6.16015199252259e-06,0.159,"CG9503"
"FRG1",5.55670789717493e-10,-1.49768647616611,0.083,0.216,6.20517570877525e-06,-0.133,"FRG1"
"CG42684",5.60884826651695e-10,0.537228906773738,0.591,0.431,6.26340085921947e-06,0.16,"CG42684"
"Deaf1",5.62725696914124e-10,1.0911534138318,0.201,0.091,6.28395785744002e-06,0.11,"Deaf1"
"Mtch",5.97544148581638e-10,-0.712072396119616,0.321,0.469,6.67277550721116e-06,-0.148,"Mtch"
"mRpS18A",6.20065011536301e-10,-0.934159839809717,0.196,0.35,6.92426598382587e-06,-0.154,"mRpS18A"
"PyK",6.50502515508874e-10,0.538265821076285,0.554,0.377,7.2641615906876e-06,0.177,"PyK"
"CG14229",6.53706737542579e-10,-1.3932920597592,0.096,0.231,7.29994313813798e-06,-0.135,"CG14229"
"CG31717",6.55327354515944e-10,-0.894670127579268,0.213,0.37,7.31804056787955e-06,-0.157,"CG31717"
"VhaM9.7-b",6.64029877038643e-10,-0.589665740547499,0.419,0.552,7.41522163689053e-06,-0.133,"VhaM9.7-b"
"cdi",6.88098457743813e-10,0.636939923066677,0.466,0.3,7.68399547762516e-06,0.166,"cdi"
"CG7879",7.09030716601979e-10,0.942608955070005,0.24,0.118,7.9177460122943e-06,0.122,"CG7879"
"CG5969",7.44713385577371e-10,-0.902967174032517,0.216,0.366,8.31621437674251e-06,-0.15,"CG5969"
"CG10543",7.54655311894122e-10,0.67197685741201,0.429,0.269,8.42723586792166e-06,0.16,"CG10543"
"CG7519",8.05295951122994e-10,-0.975249990255566,0.194,0.341,8.99273988619048e-06,-0.147,"CG7519"
"CG14057",8.19117490745731e-10,-1.28712016200616,0.11,0.249,9.14708501915757e-06,-0.139,"CG14057"
"mld",8.37195941206485e-10,0.767804032069207,0.37,0.223,9.34896707545282e-06,0.147,"mld"
"CG5447",8.46019173149292e-10,-1.24818355181345,0.113,0.253,9.44749610655814e-06,-0.14,"CG5447"
"Alg11",8.70092316101478e-10,-0.849711059487688,0.245,0.394,9.7163208939052e-06,-0.149,"Alg11"
"CG12163",9.38595305526192e-10,0.445852875003562,0.703,0.543,1.0481293776811e-05,0.16,"CG12163"
"AMPdeam",9.91371913935495e-10,0.674793760843277,0.419,0.26,1.10706501629177e-05,0.159,"AMPdeam"
"Ing5",1.06529372991424e-09,0.987307144556699,0.24,0.121,1.18961350819523e-05,0.119,"Ing5"
"Plap",1.09248574809551e-09,0.806487994746047,0.316,0.177,1.21997883489825e-05,0.139,"Plap"
"alphaTub84D",1.10204198656825e-09,-0.628582758983829,0.38,0.516,1.23065028640077e-05,-0.136,"alphaTub84D"
"CG14806",1.13487063701062e-09,-1.15795863064529,0.145,0.285,1.26731004034976e-05,-0.14,"CG14806"
"Syx18",1.17940766631702e-09,-0.940402729212266,0.196,0.345,1.31704454097622e-05,-0.149,"Syx18"
"P58IPK",1.18591165880693e-09,0.946628447296656,0.248,0.126,1.3243075493897e-05,0.122,"P58IPK"
"Rab7",1.19339895319428e-09,-0.535752825631241,0.463,0.578,1.33266861103205e-05,-0.115,"Rab7"
"Snap29",1.20979297122538e-09,-1.10461776509832,0.142,0.286,1.35097581096738e-05,-0.144,"Snap29"
"Mi-2",1.29996166887509e-09,0.581813065993541,0.505,0.33,1.45166719563282e-05,0.175,"Mi-2"
"CG7840",1.30452003030048e-09,-0.954667607666115,0.225,0.362,1.45675751783654e-05,-0.137,"CG7840"
"siz",1.41506021825994e-09,0.669983159826021,0.422,0.266,1.58019774573087e-05,0.156,"siz"
"CG9934",1.44947359615897e-09,0.807638956266203,0.321,0.184,1.61862716483073e-05,0.137,"CG9934"
"rho-4",1.71276496455589e-09,0.586244943445358,0.483,0.319,1.91264463591957e-05,0.164,"rho-4"
"CG11562",1.74255812392299e-09,-1.48283032089707,0.081,0.208,1.94591465698481e-05,-0.127,"CG11562"
"RhoGAPp190",1.7586815331541e-09,0.838583769171947,0.309,0.175,1.96391966807319e-05,0.134,"RhoGAPp190"
"slv",1.86747482676184e-09,-1.02778572422578,0.167,0.31,2.08540913904495e-05,-0.143,"slv"
"CG8460",1.90642486417484e-09,-1.21244410951982,0.123,0.259,2.12890464582405e-05,-0.136,"CG8460"
"Arc1",1.99957524590141e-09,0.858811250051899,0.348,0.213,2.23292567709811e-05,0.135,"Arc1"
"LeuRS",2.30437082532598e-09,0.676963847820002,0.407,0.256,2.57329090064152e-05,0.151,"LeuRS"
"mtd",2.3189273029531e-09,0.633443161580682,0.434,0.275,2.58954611920773e-05,0.159,"mtd"
"CG6959",2.37696949957056e-09,0.499955155592817,0.583,0.416,2.65436184017044e-05,0.167,"CG6959"
"CG13926",2.60102162938052e-09,-1.20822941034111,0.11,0.246,2.90456085352923e-05,-0.136,"CG13926"
"l(3)neo38",2.68930940845384e-09,0.605859624521816,0.407,0.246,3.0031518164204e-05,0.161,"l(3)neo38"
"ValRS",2.83560209691285e-09,0.650797815006592,0.407,0.253,3.16651686162258e-05,0.154,"ValRS"
"NKAIN",2.8865688225455e-09,0.776753905259898,0.316,0.179,3.22343140413656e-05,0.137,"NKAIN"
"CG9586",2.93010601583243e-09,-0.692553742983856,0.328,0.464,3.27204938788008e-05,-0.136,"CG9586"
"CG11523",3.00800949789707e-09,-0.811214237885526,0.255,0.399,3.35904420630166e-05,-0.144,"CG11523"
"dia",3.04715458986686e-09,0.947902169441096,0.218,0.105,3.40275753050432e-05,0.113,"dia"
"mxt",3.10001692215527e-09,0.6465113550982,0.414,0.26,3.46178889697079e-05,0.154,"mxt"
"csw",3.17323219786315e-09,0.892908692129398,0.228,0.112,3.54354839535378e-05,0.116,"csw"
"Sec31",3.35397902761262e-09,0.556352840669404,0.515,0.345,3.74538838013501e-05,0.17,"Sec31"
"Sod2",3.86644171009664e-09,-0.640969491538233,0.382,0.497,4.31765545766492e-05,-0.115,"Sod2"
"lncRNA:CR46006",3.86908953901266e-09,1.00994231546684,0.233,0.12,4.32061228821544e-05,0.113,"lncRNA:CR46006"
"CG7668",3.98761135746248e-09,-0.63230443136427,0.355,0.494,4.45296560287835e-05,-0.139,"CG7668"
"CG5902",3.99585914538495e-09,-0.64239049311589,0.38,0.502,4.46217590765137e-05,-0.122,"CG5902"
"meigo",4.00453904656334e-09,0.718951826852109,0.346,0.205,4.47186875329728e-05,0.141,"meigo"
"shot",4.12998289008172e-09,0.511052578887062,0.596,0.445,4.61195189335425e-05,0.151,"shot"
"Cdc42",4.22340703198124e-09,0.565760230013422,0.52,0.367,4.71627863261345e-05,0.153,"Cdc42"
"mRNA-cap",4.36367758388424e-09,1.01341838563825,0.211,0.103,4.87291875792353e-05,0.108,"mRNA-cap"
"CSN4",4.37876093618659e-09,-1.13565850822227,0.13,0.265,4.88976233743956e-05,-0.135,"CSN4"
"CG5854",4.54510705358595e-09,-1.00815899200289,0.167,0.307,5.07552104673943e-05,-0.14,"CG5854"
"AP-2sigma",4.59945513955579e-09,-0.62181362539861,0.375,0.503,5.13621155434195e-05,-0.128,"AP-2sigma"
"CG16791",4.63745379533848e-09,0.872037767275951,0.26,0.138,5.17864465325448e-05,0.122,"CG16791"
"CG6607",4.66885455600506e-09,-1.39526775397872,0.083,0.208,5.21370988269085e-05,-0.125,"CG6607"
"zda",4.78213212425762e-09,-0.6889945816518,0.341,0.468,5.34020694315849e-05,-0.127,"zda"
"eIF5",4.81835550244939e-09,0.976439610705786,0.213,0.104,5.38065758958524e-05,0.109,"eIF5"
"Efa6",5.29427300760178e-09,1.05465257314963,0.191,0.089,5.91211466758891e-05,0.102,"Efa6"
"CG30122",5.42038360918842e-09,0.655048671056704,0.409,0.262,6.05294237638071e-05,0.147,"CG30122"
"Pp1alpha-96A",5.45059825740289e-09,0.5135579525257,0.554,0.388,6.08668307404181e-05,0.166,"Pp1alpha-96A"
"Desat1",5.49275758295153e-09,0.685596371521681,0.355,0.21,6.13376239288198e-05,0.145,"Desat1"
"CG15771",6.45333404504245e-09,0.894123122559812,0.243,0.126,7.2064381280989e-05,0.117,"CG15771"
"CG31648",6.48159149329092e-09,-1.76446685072178,0.044,0.153,7.23799322055797e-05,-0.109,"CG31648"
"DCTN3-p24",6.53712210755071e-09,-0.996701585045953,0.164,0.301,7.30000425750188e-05,-0.137,"DCTN3-p24"
"CG7065",6.63273676722703e-09,1.0206869508553,0.196,0.093,7.40677714796242e-05,0.103,"CG7065"
"CG15717",7.18979531810252e-09,-1.07960000987045,0.147,0.281,8.02884443172509e-05,-0.134,"CG15717"
"Tomosyn",7.23241069545113e-09,0.906912152065959,0.245,0.129,8.07643302361028e-05,0.116,"Tomosyn"
"PAPLA1",7.4036029724736e-09,0.982235190544044,0.206,0.099,8.26760343936127e-05,0.107,"PAPLA1"
"Maf1",7.48984708780715e-09,-0.71228229584917,0.297,0.434,8.36391224295425e-05,-0.137,"Maf1"
"Bsg25D",7.66947592171998e-09,1.09447108037305,0.191,0.091,8.5645037617847e-05,0.1,"Bsg25D"
"CG6398",7.68346001465938e-09,-0.51657376883391,0.453,0.582,8.58011979837013e-05,-0.129,"CG6398"
"CG10103",7.71661803201747e-09,0.619054310401362,0.429,0.279,8.61714735635391e-05,0.15,"CG10103"
"MED22",7.7744293731721e-09,-1.19077646512141,0.125,0.254,8.68170528102128e-05,-0.129,"MED22"
"SREBP",8.25645419954065e-09,0.801469883965126,0.265,0.141,9.21998240462704e-05,0.124,"SREBP"
"Cdc5",8.41242434563603e-09,1.07217454534093,0.191,0.091,9.39415426677175e-05,0.1,"Cdc5"
"dbo",8.43822241996285e-09,1.00675190116066,0.221,0.112,9.42296297637252e-05,0.109,"dbo"
"bnl",8.44611396379651e-09,0.933644603132831,0.186,0.084,9.43177546337157e-05,0.102,"bnl"
"CG30394",9.24548243029936e-09,1.01705048657681,0.208,0.103,0.000103244302299153,0.105,"CG30394"
"Sec24CD",9.26812401848695e-09,0.454489285838974,0.623,0.461,0.000103497140914444,0.162,"Sec24CD"
"norpA",9.44957775416925e-09,0.975071580564736,0.211,0.104,0.000105523434780808,0.107,"norpA"
"CG43759",9.57334408798993e-09,0.762464970712387,0.292,0.161,0.000106905533430584,0.131,"CG43759"
"CG6843",9.88546508540256e-09,0.919188199761936,0.233,0.12,0.00011039098860869,0.113,"CG6843"
"CG32772",1.02591142830387e-08,0.889069044996241,0.25,0.133,0.000114563529198693,0.117,"CG32772"
"Adi1",1.14021228021496e-08,-0.957652761469864,0.176,0.312,0.000127327505331605,-0.136,"Adi1"
"CG11537",1.15644165786174e-08,1.03297129236253,0.191,0.091,0.000129139839933421,0.1,"CG11537"
"CG10077",1.23847005826766e-08,0.471698878054319,0.61,0.461,0.00013829995140675,0.149,"CG10077"
"NT1",1.31508404687859e-08,0.876794432450307,0.272,0.153,0.000146855435514932,0.119,"NT1"
"goe",1.42482986700844e-08,0.540154735481853,0.534,0.388,0.000159110751248832,0.146,"goe"
"CG32066",1.42726396004523e-08,0.827211584641374,0.289,0.167,0.000159382566418251,0.122,"CG32066"
"jar",1.5222078625199e-08,0.613236067701652,0.404,0.254,0.000169984952007598,0.15,"jar"
"CG8974",1.52394028446401e-08,-0.802182685752898,0.25,0.382,0.000170178411566096,-0.132,"CG8974"
"CG4686",1.54704498612789e-08,-1.08266396101714,0.15,0.278,0.000172758513600901,-0.128,"CG4686"
"Cad96Ca",1.5674816283556e-08,0.602427606407101,0.439,0.29,0.00017504067343847,0.149,"Cad96Ca"
"cyc",1.60237547000841e-08,0.840157136289366,0.257,0.139,0.000178937268735839,0.118,"cyc"
"SmD1",1.63720379817287e-08,-0.582628254859055,0.373,0.508,0.000182826548141965,-0.135,"SmD1"
"Dg",1.72886195949462e-08,-0.634827474748904,0.341,0.47,0.000193062015016765,-0.129,"Dg"
"CG7382",1.90319589571617e-08,-1.2141509695789,0.118,0.24,0.000212529885674624,-0.122,"CG7382"
"Ciao1",1.9871129679878e-08,-1.05399328232795,0.15,0.278,0.000221900905135198,-0.128,"Ciao1"
"pnt",2.00649972590423e-08,0.436966502423823,0.637,0.473,0.000224065824391725,0.164,"pnt"
"CG4364",2.04845341512499e-08,0.749646751484323,0.294,0.167,0.000228750792867008,0.127,"CG4364"
"Jarid2",2.07283123786824e-08,0.651627457502181,0.397,0.256,0.000231473064332746,0.141,"Jarid2"
"dsd",2.12281178646209e-08,0.607323403981545,0.414,0.267,0.000237054392194221,0.147,"dsd"
"mura",2.39390769802921e-08,0.771861347139433,0.289,0.164,0.000267327672638922,0.125,"mura"
"CG8399",2.40869486351881e-08,0.687197888882084,0.353,0.218,0.000268978955409145,0.135,"CG8399"
"foxo",2.44997619798166e-08,0.916299659614757,0.223,0.115,0.000273588842028612,0.108,"foxo"
"CG6664",2.54571994206988e-08,0.736290779090937,0.301,0.174,0.000284280545930943,0.127,"CG6664"
"me31B",2.64996084364267e-08,-0.521641883201921,0.434,0.547,0.000295921127409577,-0.113,"me31B"
"Frq2",2.6709202699354e-08,0.608645642882651,0.439,0.295,0.000298261666543686,0.144,"Frq2"
"gro",2.74198899243253e-08,0.573058449322692,0.419,0.264,0.000306197910784941,0.155,"gro"
"Cdep",2.78471767233088e-08,0.571730025445193,0.453,0.301,0.000310969422469189,0.152,"Cdep"
"Sin3A",2.78584876987753e-08,0.57279195508343,0.426,0.272,0.000311095732132224,0.154,"Sin3A"
"Wbp2",2.81013280802545e-08,0.703542845169292,0.324,0.193,0.000313807530672202,0.131,"Wbp2"
"CG1105",2.81028521782763e-08,-0.682375963591932,0.319,0.441,0.000313824550274811,-0.122,"CG1105"
"Bdbt",2.83829001099078e-08,-1.14360344576269,0.118,0.241,0.00031695184552734,-0.123,"Bdbt"
"CG30392",2.84263024926104e-08,-0.977074295019726,0.167,0.296,0.00031743651993498,-0.129,"CG30392"
"PlexB",2.85104311595386e-08,-1.24312854801536,0.1,0.221,0.000318375984758568,-0.121,"PlexB"
"sau",2.86087576140791e-08,-0.587175870185523,0.373,0.505,0.000319473996276422,-0.132,"sau"
"Vta1",2.90207135267306e-08,-0.744680355674332,0.255,0.39,0.000324074307953,-0.135,"Vta1"
"CG4101",3.04816550998469e-08,0.408541884239581,0.659,0.526,0.000340388642499991,0.133,"CG4101"
"Zasp52",3.15596719125774e-08,0.485861300436348,0.586,0.445,0.000352426856247751,0.141,"Zasp52"
"PI31",3.1911282603793e-08,-0.774668379745474,0.248,0.38,0.000356353292836557,-0.132,"PI31"
"ncm",3.21851793622782e-08,0.522050157178094,0.49,0.338,0.000359411897938561,0.152,"ncm"
"CG4789",3.25370327214765e-08,-0.688427989261581,0.279,0.418,0.000363341044400729,-0.139,"CG4789"
"Dyrk3",3.43983189832172e-08,-0.685984764784798,0.282,0.422,0.000384126028085587,-0.14,"Dyrk3"
"tth",3.48949530858308e-08,0.565751709099586,0.468,0.326,0.000389671941109473,0.142,"tth"
"wun2",3.91593393612724e-08,0.868768006997934,0.238,0.128,0.000437292342647329,0.11,"wun2"
"CG9302",4.07210134098007e-08,-0.784614769316702,0.238,0.368,0.000454731556747244,-0.13,"CG9302"
"CG13366",4.19551782029953e-08,0.85226253942158,0.235,0.124,0.000468513474992849,0.111,"CG13366"
"mRpS23",4.25431841117137e-08,-1.23152261844755,0.105,0.223,0.000475079736975507,-0.118,"mRpS23"
"Pex19",4.31618259353864e-08,0.726046979706004,0.331,0.205,0.00048198811022046,0.126,"Pex19"
"CG8668",4.49628117145453e-08,0.625066490213483,0.407,0.268,0.000502099718416327,0.139,"CG8668"
"TppII",4.57349859951302e-08,0.564443609235333,0.466,0.323,0.000510722588607619,0.143,"TppII"
"CG13578",4.69319668648734e-08,-0.833061189850921,0.221,0.35,0.000524089273980041,-0.129,"CG13578"
"Khc-73",4.69824076367864e-08,0.929197443048821,0.206,0.104,0.000524652546079994,0.102,"Khc-73"
"CG17883",4.72335200138242e-08,-1.04734554704638,0.132,0.258,0.000527456717994375,-0.126,"CG17883"
"LanB1",4.74771451219963e-08,0.835546659019968,0.233,0.122,0.000530177279577333,0.111,"LanB1"
"SRm160",4.84038189885377e-08,0.90155702082526,0.216,0.111,0.000540525446645001,0.105,"SRm160"
"Ten-m",4.99057457613269e-08,0.650553912407589,0.377,0.244,0.000557297462916737,0.133,"Ten-m"
"l(3)72Ab",5.21014273276151e-08,0.82672272386388,0.245,0.133,0.000581816638967477,0.112,"l(3)72Ab"
"Prx6005",5.29199070465753e-08,-1.58067408957791,0.056,0.16,0.000590956601989106,-0.104,"Prx6005"
"GAA1",5.30362538281766e-08,0.87421641674679,0.233,0.125,0.000592255846499249,0.108,"GAA1"
"CG11753",5.32833955922178e-08,-0.84600617015803,0.211,0.339,0.000595015678578296,-0.128,"CG11753"
"Paf-AHalpha",5.4508964625355e-08,0.679554577443231,0.319,0.189,0.000608701607971339,0.13,"Paf-AHalpha"
"CG5521",5.59755430588124e-08,0.707817291000983,0.311,0.186,0.000625078889337758,0.125,"CG5521"
"CG34408",5.60508831988897e-08,0.711950576401263,0.297,0.171,0.000625920212682001,0.126,"CG34408"
"UBL3",5.68461604105043e-08,0.754928002922627,0.292,0.17,0.000634801073304102,0.122,"UBL3"
